Job Title,Years of Experience,Company Size,Industry,Location,Website Visits,Resources Downloaded,Attended Webinar,Email Open Rate,Email Click Rate,Responded to Survey,Days Since Last Interaction,Positive Lead
Consultant,15,Medium,IT,Suburban,8,0,0,0.15,0.04,0,17,0
Director,27,Small,IT,Urban,22,0,0,0.16,0.02,0,16,0
Executive,11,Medium,Retail,Rural,3,0,0,0.09,0.04,0,3,0
Director,12,Small,IT,Rural,11,0,0,0.2,0.01,0,0,0
Executive,7,Large,Healthcare,Rural,14,1,0,0.11,0.08,0,5,0
Executive,5,Medium,Healthcare,Suburban,1,0,0,0.2,0.07,0,5,0
Executive,10,Medium,Manufacturing,Urban,10,0,0,0.08,0.07,0,19,0
Assistant,27,Large,Retail,Urban,31,0,0,0.04,0.07,0,10,0
Director,20,Large,Manufacturing,Urban,23,0,0,0.1,0.03,0,11,0
Consultant,11,Small,Retail,Suburban,19,0,0,0.05,0.02,0,7,0
Manager,5,Large,IT,Urban,22,0,0,0.09,0.0,0,30,0
Assistant,29,Large,Healthcare,Rural,38,0,0,0.03,0.05,0,6,0
Assistant,7,Medium,Retail,Urban,37,0,0,0.13,0.09,0,16,0
Manager,22,Large,Healthcare,Suburban,29,0,0,0.09,0.04,0,7,0
Director,23,Small,IT,Rural,41,0,0,0.18,0.05,0,15,0
Consultant,2,Large,Healthcare,Urban,39,0,0,0.2,0.08,0,6,0
Manager,10,Small,Retail,Suburban,42,0,0,0.15,0.02,0,10,0
Assistant,20,Large,Retail,Urban,40,0,0,0.03,0.01,0,27,0
Manager,6,Small,Healthcare,Rural,1,0,0,0.17,0.05,0,7,0
Director,3,Medium,Manufacturing,Suburban,22,0,0,0.13,0.0,0,12,0
Manager,17,Large,Healthcare,Suburban,4,0,0,0.04,0.0,0,4,0
Executive,8,Medium,Manufacturing,Urban,34,0,0,0.07,0.01,0,26,0
Assistant,2,Small,Finance,Suburban,39,0,0,0.03,0.1,0,16,0
Director,30,Medium,Healthcare,Urban,23,0,1,0.11,0.05,0,20,1
Manager,4,Large,Healthcare,Suburban,11,0,0,0.08,0.09,0,27,0
Director,27,Small,Retail,Urban,49,0,0,0.14,0.07,0,20,0
Executive,8,Medium,Finance,Suburban,5,0,0,0.03,0.08,0,7,0
Assistant,20,Large,Finance,Suburban,46,0,0,0.11,0.0,0,10,0
Director,9,Large,Healthcare,Urban,17,0,0,0.16,0.05,0,2,0
Director,24,Medium,Manufacturing,Urban,46,0,0,0.0,0.0,0,10,0
Manager,4,Large,Retail,Urban,44,0,0,0.02,0.09,0,13,0
Manager,0,Large,Finance,Suburban,25,0,0,0.17,0.01,0,18,0
Assistant,28,Medium,Retail,Rural,4,0,0,0.11,0.07,0,6,0
Manager,15,Large,Finance,Suburban,16,1,0,0.05,0.1,0,6,0
Manager,24,Large,Finance,Rural,39,0,0,0.18,0.02,0,24,0
Executive,21,Medium,Manufacturing,Rural,2,0,0,0.03,0.05,0,7,0
Director,24,Small,Healthcare,Suburban,11,0,0,0.06,0.03,0,17,0
Director,7,Medium,Healthcare,Urban,18,0,0,0.13,0.04,0,14,0
Director,15,Medium,Retail,Suburban,46,0,0,0.0,0.09,0,6,0
Manager,1,Medium,Finance,Suburban,7,0,0,0.02,0.1,0,12,0
Consultant,24,Medium,Healthcare,Rural,38,0,0,0.05,0.0,0,20,0
Manager,8,Medium,Finance,Urban,33,0,0,0.13,0.1,0,23,0
Assistant,4,Small,Finance,Rural,38,0,0,0.08,0.01,0,19,0
Manager,8,Small,IT,Rural,7,0,0,0.04,0.03,0,26,0
Assistant,7,Small,Healthcare,Suburban,0,0,0,0.02,0.07,0,12,0
Consultant,23,Small,Manufacturing,Urban,25,0,0,0.18,0.0,0,11,0
Director,8,Small,Retail,Urban,33,0,0,0.04,0.06,0,0,0
Director,19,Small,IT,Urban,43,0,0,0.09,0.04,0,28,0
Manager,11,Medium,Finance,Suburban,41,0,0,0.13,0.03,0,2,0
Executive,1,Small,Manufacturing,Rural,9,1,0,0.0,0.08,0,22,0
Manager,12,Large,Finance,Suburban,0,0,0,0.13,0.1,0,20,0
Director,21,Small,IT,Rural,15,0,0,0.18,0.01,0,21,0
Consultant,0,Medium,Manufacturing,Urban,29,0,0,0.2,0.08,0,13,0
Consultant,15,Medium,Finance,Suburban,6,0,0,0.07,0.1,0,24,0
Consultant,11,Small,Retail,Rural,30,0,0,0.04,0.06,0,13,0
Executive,10,Medium,Finance,Suburban,47,0,0,0.05,0.0,0,28,0
Manager,22,Small,Healthcare,Rural,14,0,0,0.12,0.09,0,10,0
Executive,29,Large,Retail,Suburban,2,0,0,0.02,0.1,0,25,0
Executive,19,Small,Retail,Suburban,36,0,0,0.05,0.0,0,13,0
Assistant,11,Large,Retail,Rural,38,0,0,0.09,0.05,0,27,0
Director,1,Large,IT,Urban,16,0,0,0.1,0.06,0,10,0
Manager,26,Small,Finance,Urban,36,0,0,0.17,0.0,0,11,0
Director,18,Small,IT,Rural,40,0,0,0.03,0.0,0,4,0
Executive,11,Medium,Retail,Suburban,34,0,0,0.01,0.09,0,9,0
Assistant,6,Medium,IT,Rural,37,0,0,0.03,0.05,1,15,1
Director,24,Small,IT,Urban,4,0,0,0.0,0.06,0,7,0
Consultant,30,Large,Healthcare,Rural,6,0,0,0.17,0.03,0,25,0
Assistant,26,Large,IT,Suburban,7,0,0,0.11,0.07,0,25,0
Assistant,14,Medium,Healthcare,Rural,45,0,0,0.19,0.06,0,19,0
Executive,19,Medium,Retail,Urban,20,0,0,0.18,0.04,0,18,0
Manager,3,Medium,Finance,Rural,27,0,0,0.1,0.01,0,21,0
Manager,28,Large,Retail,Suburban,27,0,0,0.19,0.1,0,6,0
Director,7,Medium,IT,Rural,9,1,0,0.09,0.03,0,28,0
Assistant,15,Large,Manufacturing,Suburban,3,0,0,0.02,0.08,0,18,0
Consultant,0,Small,Healthcare,Urban,48,0,0,0.16,0.02,0,11,0
Manager,10,Small,Healthcare,Rural,36,0,0,0.01,0.0,0,12,0
Assistant,14,Small,Retail,Urban,31,1,0,0.11,0.1,0,6,1
Executive,0,Small,Healthcare,Rural,19,0,1,0.18,0.06,0,4,1
Manager,28,Large,Retail,Urban,29,0,0,0.2,0.06,0,18,0
Consultant,26,Large,Healthcare,Rural,26,0,0,0.14,0.07,0,4,0
Manager,22,Small,Manufacturing,Suburban,12,0,0,0.09,0.04,0,15,0
Director,22,Small,Finance,Suburban,9,0,1,0.19,0.1,0,21,0
Assistant,15,Large,Manufacturing,Suburban,34,0,0,0.16,0.01,0,14,0
Manager,29,Medium,Healthcare,Suburban,41,0,0,0.09,0.06,0,30,0
Manager,25,Large,Finance,Rural,34,0,0,0.15,0.06,1,15,1
Assistant,9,Large,Manufacturing,Rural,38,0,0,0.08,0.08,0,11,0
Assistant,10,Large,Finance,Urban,43,0,0,0.19,0.0,0,12,0
Consultant,29,Small,Finance,Suburban,6,0,0,0.09,0.06,0,10,0
Director,30,Small,Finance,Suburban,15,0,0,0.16,0.01,0,1,0
Consultant,1,Medium,Manufacturing,Suburban,39,0,0,0.19,0.1,0,22,0
Director,9,Small,Finance,Urban,2,0,0,0.11,0.05,0,16,0
Manager,11,Large,Finance,Suburban,30,0,0,0.12,0.1,0,12,0
Assistant,27,Medium,Finance,Urban,6,0,0,0.13,0.03,0,14,0
Assistant,0,Small,Healthcare,Rural,4,0,0,0.11,0.03,1,22,1
Assistant,20,Small,Finance,Suburban,9,1,0,0.03,0.08,0,23,0
Manager,17,Small,Retail,Suburban,41,0,0,0.07,0.03,0,3,0
Manager,18,Medium,Finance,Suburban,39,0,0,0.19,0.0,0,13,0
Executive,25,Large,Healthcare,Rural,0,0,0,0.13,0.07,0,9,0
Consultant,0,Small,Finance,Suburban,23,0,0,0.08,0.02,0,15,0
Assistant,15,Medium,Finance,Suburban,17,0,0,0.17,0.03,0,6,0
Executive,14,Medium,IT,Rural,28,0,0,0.0,0.1,0,15,0
Consultant,9,Medium,Manufacturing,Urban,7,1,0,0.05,0.05,0,28,0
Executive,3,Large,Manufacturing,Urban,14,0,0,0.05,0.02,0,17,0
Consultant,30,Small,Finance,Rural,9,0,0,0.18,0.04,0,10,0
Executive,14,Medium,Finance,Urban,31,0,0,0.15,0.07,0,15,0
Consultant,4,Small,Finance,Urban,17,0,0,0.12,0.0,0,0,0
Director,21,Medium,Manufacturing,Rural,46,1,0,0.19,0.01,0,1,1
Assistant,16,Small,Manufacturing,Rural,44,0,0,0.0,0.0,0,10,0
Executive,20,Small,Retail,Rural,26,0,0,0.13,0.09,0,20,0
Manager,14,Large,Manufacturing,Urban,12,0,0,0.04,0.01,0,14,0
Consultant,14,Large,Retail,Rural,0,0,0,0.01,0.01,0,27,0
Director,8,Small,Finance,Rural,8,0,0,0.17,0.07,0,12,0
Executive,29,Large,Retail,Rural,47,0,0,0.1,0.07,0,3,0
Executive,2,Large,IT,Urban,23,0,0,0.16,0.08,0,4,0
Executive,3,Large,Retail,Suburban,24,0,0,0.03,0.02,0,14,0
Manager,27,Large,Retail,Urban,44,0,0,0.03,0.06,0,16,0
Assistant,5,Small,IT,Suburban,22,1,0,0.04,0.06,0,23,0
Manager,8,Small,Retail,Suburban,49,0,1,0.19,0.05,1,29,1
Executive,25,Medium,IT,Urban,34,0,0,0.13,0.08,0,26,0
Assistant,27,Small,Healthcare,Rural,12,0,0,0.07,0.05,0,20,0
Assistant,27,Large,Finance,Rural,42,0,0,0.04,0.08,0,17,0
Consultant,29,Small,Manufacturing,Urban,44,0,0,0.08,0.05,0,10,0
Assistant,24,Large,Healthcare,Suburban,33,0,0,0.02,0.05,0,19,0
Director,11,Small,Manufacturing,Suburban,47,0,0,0.05,0.07,0,9,0
Assistant,0,Small,Finance,Urban,11,0,0,0.07,0.07,0,29,0
Consultant,4,Small,Healthcare,Urban,46,0,0,0.09,0.1,0,20,0
Consultant,13,Medium,Healthcare,Rural,27,0,0,0.13,0.05,0,6,0
Executive,17,Medium,Retail,Rural,6,1,0,0.16,0.0,0,1,0
Manager,20,Large,Retail,Suburban,1,0,1,0.13,0.0,0,6,1
Director,9,Large,Retail,Rural,4,0,0,0.13,0.03,0,28,0
Director,6,Large,Finance,Urban,16,0,0,0.17,0.05,0,16,0
Executive,12,Large,Retail,Suburban,25,1,0,0.12,0.03,0,23,0
Executive,22,Small,IT,Urban,26,0,0,0.2,0.09,0,0,0
Manager,2,Small,Retail,Urban,35,0,0,0.08,0.02,0,28,0
Assistant,17,Medium,Manufacturing,Rural,34,0,0,0.02,0.1,0,20,0
Executive,2,Small,Healthcare,Urban,47,0,0,0.19,0.04,0,25,0
Assistant,22,Large,Healthcare,Rural,43,0,0,0.13,0.0,0,3,1
Executive,7,Large,Manufacturing,Suburban,9,0,0,0.08,0.09,0,8,0
Assistant,12,Large,Manufacturing,Rural,18,0,1,0.03,0.0,0,2,1
Director,5,Large,Finance,Urban,29,0,0,0.19,0.06,0,0,0
Assistant,30,Medium,Healthcare,Urban,13,0,0,0.17,0.09,0,30,0
Assistant,28,Small,Retail,Urban,31,0,0,0.01,0.09,0,19,0
Consultant,21,Medium,Manufacturing,Urban,1,0,0,0.11,0.02,0,18,0
Manager,16,Large,Healthcare,Suburban,11,0,0,0.06,0.09,0,24,0
Consultant,30,Small,Manufacturing,Urban,40,0,0,0.11,0.0,0,29,0
Assistant,25,Large,Retail,Urban,48,0,0,0.15,0.01,0,0,1
Consultant,30,Large,Finance,Urban,9,0,0,0.01,0.1,0,0,0
Assistant,9,Small,Manufacturing,Urban,5,1,0,0.17,0.03,0,3,0
Director,14,Small,Retail,Suburban,44,0,0,0.09,0.02,0,6,0
Consultant,27,Large,IT,Suburban,43,0,0,0.03,0.02,0,9,0
Director,24,Medium,Manufacturing,Rural,22,0,0,0.03,0.02,0,27,0
Manager,24,Large,Retail,Urban,48,0,0,0.07,0.08,0,20,0
Assistant,11,Small,Manufacturing,Rural,1,0,0,0.14,0.0,0,9,0
Executive,28,Medium,Healthcare,Suburban,27,0,0,0.19,0.09,0,19,0
Director,26,Large,IT,Urban,12,0,0,0.03,0.02,0,0,0
Director,29,Large,Healthcare,Rural,10,1,0,0.03,0.02,0,30,0
Director,19,Small,IT,Suburban,19,0,0,0.03,0.05,0,25,0
Consultant,19,Small,Healthcare,Urban,8,0,0,0.0,0.04,0,27,0
Assistant,0,Large,Healthcare,Urban,40,0,0,0.16,0.05,0,21,0
Director,18,Medium,Healthcare,Rural,45,0,0,0.07,0.06,0,21,0
Director,19,Medium,Finance,Suburban,49,0,0,0.17,0.1,0,9,0
Executive,8,Large,Retail,Rural,50,1,0,0.1,0.08,0,18,0
Consultant,3,Small,IT,Urban,24,0,0,0.14,0.05,1,9,1
Executive,19,Large,Retail,Urban,8,0,0,0.15,0.07,0,6,0
Director,21,Large,Healthcare,Rural,30,0,0,0.13,0.05,0,5,0
Assistant,4,Medium,Retail,Suburban,9,0,0,0.16,0.02,0,11,0
Executive,18,Small,Manufacturing,Rural,39,0,0,0.02,0.1,0,20,0
Executive,19,Small,Healthcare,Urban,0,0,0,0.09,0.08,0,1,0
Consultant,23,Small,Finance,Suburban,17,0,0,0.17,0.1,1,16,1
Manager,0,Large,Finance,Rural,6,0,0,0.03,0.05,0,15,0
Consultant,19,Large,Healthcare,Suburban,40,0,0,0.17,0.1,0,11,0
Assistant,20,Small,Manufacturing,Rural,6,0,0,0.2,0.04,0,6,0
Manager,30,Large,IT,Rural,5,0,0,0.2,0.07,0,2,0
Assistant,10,Small,IT,Rural,50,1,0,0.19,0.04,0,17,0
Manager,28,Small,Finance,Urban,17,0,0,0.18,0.04,0,5,0
Executive,23,Small,Healthcare,Rural,3,1,0,0.19,0.01,0,5,0
Assistant,7,Large,Retail,Rural,6,0,1,0.16,0.08,0,8,1
Executive,23,Small,Finance,Urban,48,0,0,0.13,0.05,0,24,0
Executive,27,Medium,IT,Urban,32,0,0,0.05,0.09,0,22,0
Manager,21,Medium,IT,Rural,28,0,0,0.19,0.09,0,13,0
Assistant,13,Small,Finance,Urban,40,0,0,0.06,0.01,0,7,0
Director,11,Medium,Healthcare,Rural,23,0,0,0.12,0.1,0,0,0
Consultant,2,Small,IT,Suburban,32,1,0,0.01,0.08,0,3,1
Executive,20,Small,Retail,Suburban,27,1,0,0.18,0.01,0,14,0
Director,0,Medium,Finance,Rural,31,0,0,0.03,0.0,0,16,0
Director,3,Large,Retail,Urban,6,0,0,0.2,0.1,0,7,0
Manager,12,Medium,Healthcare,Rural,44,0,0,0.13,0.1,0,13,0
Assistant,17,Large,Retail,Urban,31,0,0,0.0,0.1,0,8,0
Assistant,22,Large,Manufacturing,Urban,41,0,0,0.05,0.09,0,9,0
Director,12,Large,Healthcare,Rural,33,0,1,0.02,0.02,0,4,1
Assistant,0,Medium,Retail,Rural,43,0,0,0.2,0.0,1,27,1
Assistant,30,Small,Healthcare,Urban,7,0,0,0.04,0.02,0,6,0
Manager,11,Medium,Healthcare,Urban,22,1,0,0.01,0.06,0,3,0
Consultant,8,Small,IT,Suburban,26,0,0,0.13,0.02,0,4,0
Executive,25,Small,Healthcare,Suburban,35,1,0,0.16,0.03,0,4,1
Director,5,Large,IT,Rural,8,0,0,0.17,0.02,0,0,0
Director,30,Small,IT,Rural,47,0,0,0.02,0.08,0,3,1
Executive,4,Large,Manufacturing,Suburban,25,0,0,0.17,0.09,0,9,0
Director,21,Medium,Finance,Suburban,37,0,0,0.19,0.04,0,27,0
Consultant,12,Medium,Healthcare,Suburban,16,0,0,0.09,0.07,0,30,0
Manager,18,Medium,Healthcare,Rural,4,1,0,0.19,0.09,0,15,0
Manager,23,Small,Manufacturing,Rural,47,0,0,0.06,0.06,0,26,0
Assistant,11,Medium,Retail,Suburban,46,0,0,0.17,0.06,0,8,0
Executive,0,Large,Manufacturing,Rural,48,0,0,0.02,0.02,0,15,0
Executive,1,Small,Finance,Suburban,27,0,0,0.2,0.06,0,30,0
Consultant,29,Medium,Healthcare,Suburban,38,0,0,0.19,0.08,0,3,0
Manager,6,Medium,IT,Urban,29,0,1,0.14,0.09,0,21,1
Manager,18,Small,Healthcare,Rural,3,0,0,0.07,0.1,0,22,0
Director,19,Small,IT,Suburban,0,0,0,0.11,0.09,0,1,0
Manager,0,Small,Retail,Rural,33,0,0,0.01,0.07,0,20,0
Assistant,14,Small,Manufacturing,Suburban,39,0,0,0.04,0.02,0,15,0
Manager,20,Medium,Finance,Rural,16,0,0,0.18,0.06,0,2,0
Consultant,17,Large,Retail,Urban,21,0,0,0.01,0.0,0,3,0
Executive,26,Small,Finance,Rural,15,0,0,0.02,0.1,0,10,0
Executive,7,Small,Retail,Urban,24,0,0,0.15,0.06,0,24,0
Director,27,Small,IT,Rural,39,0,0,0.17,0.07,0,21,0
Consultant,1,Small,Healthcare,Rural,35,0,0,0.02,0.08,0,22,0
Director,17,Large,IT,Rural,41,0,0,0.17,0.09,0,29,0
Manager,17,Small,Finance,Urban,40,0,0,0.03,0.01,0,9,0
Consultant,2,Small,Finance,Rural,23,0,0,0.08,0.06,1,14,1
Manager,18,Large,IT,Urban,1,0,0,0.09,0.04,0,5,0
Executive,25,Medium,IT,Rural,8,0,0,0.0,0.05,0,30,0
Director,10,Small,Retail,Rural,27,0,0,0.06,0.07,0,0,0
Executive,24,Medium,Retail,Rural,15,0,0,0.11,0.1,0,16,0
Manager,16,Medium,Finance,Urban,31,0,0,0.05,0.08,0,7,0
Manager,20,Small,IT,Suburban,22,0,0,0.11,0.0,0,11,0
Manager,16,Large,Retail,Suburban,10,0,0,0.09,0.08,0,4,0
Director,18,Large,Retail,Suburban,37,0,0,0.12,0.02,0,29,0
Manager,22,Large,Manufacturing,Rural,47,0,0,0.11,0.07,0,20,0
Director,25,Small,Manufacturing,Rural,14,0,0,0.07,0.07,0,5,0
Assistant,19,Medium,Healthcare,Urban,15,0,0,0.05,0.0,1,19,1
Executive,27,Small,Healthcare,Rural,9,0,0,0.01,0.03,0,11,0
Manager,15,Large,Manufacturing,Suburban,40,0,0,0.06,0.06,0,12,0
Executive,7,Medium,Finance,Rural,3,0,0,0.07,0.02,0,27,0
Consultant,21,Medium,Finance,Suburban,19,0,0,0.07,0.02,0,15,0
Assistant,17,Medium,Manufacturing,Rural,5,0,0,0.15,0.04,0,4,0
Assistant,22,Large,IT,Rural,20,0,0,0.14,0.03,0,9,0
Assistant,6,Large,IT,Urban,49,0,0,0.16,0.08,0,8,0
Consultant,15,Medium,IT,Rural,24,0,0,0.12,0.04,0,3,0
Consultant,17,Medium,Retail,Rural,33,0,0,0.06,0.05,0,15,0
Manager,1,Small,Retail,Urban,6,0,0,0.14,0.01,0,29,0
Director,11,Medium,IT,Rural,12,0,0,0.19,0.07,0,18,0
Consultant,1,Large,Healthcare,Urban,43,0,0,0.08,0.1,0,10,0
Executive,0,Small,IT,Suburban,27,0,0,0.0,0.03,0,7,0
Assistant,4,Large,IT,Suburban,8,0,0,0.04,0.0,0,28,0
Manager,16,Medium,IT,Urban,16,0,0,0.09,0.1,0,21,0
Manager,26,Large,Retail,Urban,32,0,0,0.12,0.0,0,8,0
Consultant,0,Large,Manufacturing,Urban,33,0,0,0.06,0.1,0,25,0
Manager,24,Medium,IT,Suburban,17,0,0,0.11,0.02,0,29,0
Assistant,5,Medium,Manufacturing,Urban,8,1,0,0.11,0.0,0,29,0
Consultant,12,Small,Manufacturing,Rural,9,1,0,0.01,0.05,0,13,0
Manager,5,Medium,Manufacturing,Suburban,46,1,0,0.17,0.01,0,14,0
Manager,24,Medium,Manufacturing,Rural,23,0,0,0.17,0.09,0,26,0
Assistant,21,Medium,Retail,Urban,17,0,0,0.12,0.03,0,29,0
Manager,8,Medium,Finance,Suburban,13,0,0,0.18,0.06,0,2,0
Assistant,21,Medium,Manufacturing,Rural,50,0,0,0.03,0.01,0,6,0
Manager,6,Small,Finance,Suburban,7,0,0,0.16,0.0,0,2,0
Consultant,1,Large,Retail,Rural,27,0,0,0.11,0.04,0,19,0
Director,3,Medium,Finance,Rural,41,1,1,0.16,0.08,0,4,1
Director,18,Small,Retail,Suburban,24,0,0,0.12,0.04,0,29,0
Manager,28,Small,Manufacturing,Suburban,36,0,0,0.17,0.09,0,15,0
Director,9,Large,Finance,Rural,47,0,0,0.04,0.06,0,4,0
Director,8,Small,Finance,Suburban,28,1,0,0.14,0.0,0,8,0
Director,0,Large,IT,Urban,36,0,0,0.04,0.1,0,3,0
Director,2,Large,Healthcare,Rural,44,0,0,0.02,0.06,0,2,0
Manager,26,Small,Healthcare,Rural,50,0,0,0.11,0.02,0,0,1
Assistant,21,Medium,IT,Suburban,11,0,0,0.04,0.0,0,1,0
Executive,25,Large,Healthcare,Suburban,23,0,0,0.01,0.06,1,2,1
Consultant,20,Large,Retail,Suburban,12,0,0,0.06,0.1,0,29,0
Director,10,Medium,Finance,Suburban,38,0,0,0.05,0.02,0,1,0
Manager,29,Medium,IT,Suburban,25,0,0,0.01,0.07,0,6,0
Assistant,11,Medium,Manufacturing,Rural,49,0,0,0.03,0.04,0,24,0
Assistant,4,Medium,IT,Urban,46,0,0,0.17,0.1,0,1,1
Director,26,Large,Finance,Rural,1,0,0,0.08,0.03,0,23,0
Manager,3,Large,IT,Suburban,46,0,0,0.19,0.1,0,13,0
Executive,22,Small,Healthcare,Suburban,46,0,0,0.06,0.02,0,21,0
Executive,20,Small,IT,Rural,15,0,0,0.2,0.07,0,17,0
Director,15,Small,Retail,Rural,15,0,0,0.06,0.09,0,13,0
Director,21,Large,Manufacturing,Urban,40,0,0,0.01,0.01,0,27,0
Consultant,21,Large,Healthcare,Urban,27,0,0,0.13,0.05,0,4,0
Manager,20,Small,Manufacturing,Rural,4,0,0,0.2,0.03,0,28,0
Assistant,24,Medium,Healthcare,Suburban,38,0,0,0.2,0.06,0,27,0
Manager,29,Small,IT,Rural,16,0,0,0.18,0.01,0,9,0
Assistant,10,Medium,Retail,Rural,33,0,0,0.12,0.04,0,26,0
Manager,19,Medium,Finance,Rural,49,0,0,0.14,0.04,0,12,0
Executive,7,Large,IT,Suburban,22,1,0,0.18,0.01,0,12,0
Executive,26,Medium,Manufacturing,Rural,48,0,0,0.12,0.0,0,4,0
Assistant,27,Large,Finance,Urban,31,0,0,0.11,0.05,0,9,0
Assistant,20,Small,Manufacturing,Rural,5,0,0,0.14,0.06,0,3,0
Executive,22,Small,Finance,Rural,9,0,0,0.03,0.06,0,7,0
Director,29,Large,Finance,Suburban,17,0,0,0.16,0.1,0,6,0
Assistant,4,Large,Finance,Rural,12,0,0,0.03,0.1,0,16,0
Manager,11,Large,Retail,Suburban,7,0,0,0.03,0.04,0,11,0
Assistant,6,Large,Healthcare,Rural,35,0,0,0.18,0.02,0,27,0
Executive,6,Small,Manufacturing,Suburban,1,0,0,0.12,0.07,0,17,0
Assistant,20,Small,Healthcare,Rural,44,0,0,0.09,0.0,0,28,0
Director,3,Small,Healthcare,Suburban,13,0,0,0.16,0.01,0,3,0
Manager,9,Small,Retail,Suburban,46,1,0,0.14,0.03,0,30,0
Director,24,Small,Healthcare,Urban,17,0,0,0.04,0.01,0,22,0
Assistant,0,Medium,Retail,Urban,38,0,0,0.19,0.01,0,4,0
Consultant,1,Large,Healthcare,Suburban,18,0,0,0.14,0.01,0,6,0
Assistant,26,Medium,Finance,Rural,30,0,0,0.13,0.07,0,29,0
Manager,19,Medium,Retail,Urban,7,0,0,0.08,0.06,0,29,0
Consultant,4,Medium,Healthcare,Rural,8,0,0,0.08,0.0,0,20,0
Manager,15,Medium,IT,Suburban,32,0,0,0.19,0.03,0,17,0
Executive,27,Small,Healthcare,Rural,26,1,0,0.14,0.04,0,16,0
Director,29,Small,Retail,Rural,34,0,0,0.11,0.02,0,2,0
Executive,13,Small,Retail,Rural,3,1,0,0.17,0.0,0,21,0
Executive,24,Small,Healthcare,Rural,42,0,0,0.13,0.02,0,11,0
Executive,27,Medium,Finance,Urban,27,1,0,0.09,0.01,0,18,0
Manager,8,Medium,Healthcare,Rural,33,0,0,0.15,0.08,0,0,0
Manager,8,Medium,Finance,Rural,46,0,0,0.09,0.03,0,17,0
Manager,22,Small,Finance,Urban,47,0,0,0.01,0.0,0,20,0
Manager,20,Large,IT,Rural,32,0,0,0.09,0.08,0,17,0
Director,15,Small,Healthcare,Urban,47,1,0,0.06,0.0,0,2,1
Consultant,8,Small,Manufacturing,Rural,25,0,0,0.02,0.06,0,27,0
Director,4,Small,Healthcare,Suburban,0,0,0,0.12,0.01,0,6,0
Executive,3,Medium,Manufacturing,Suburban,1,0,0,0.03,0.0,0,24,0
Manager,20,Medium,Finance,Suburban,24,0,0,0.07,0.07,0,13,0
Assistant,17,Medium,IT,Urban,30,0,0,0.06,0.05,0,12,0
Manager,2,Large,Retail,Rural,16,0,0,0.1,0.06,0,1,0
Consultant,1,Large,IT,Rural,26,0,0,0.02,0.06,0,21,0
Assistant,10,Small,Manufacturing,Suburban,0,0,0,0.16,0.03,0,23,0
Director,24,Small,IT,Rural,7,1,0,0.01,0.01,0,30,0
Executive,23,Medium,Retail,Suburban,50,0,0,0.09,0.1,0,23,0
Executive,18,Small,IT,Suburban,24,1,0,0.18,0.01,0,20,0
Manager,27,Large,Manufacturing,Rural,30,0,0,0.04,0.04,0,8,0
Manager,30,Small,Manufacturing,Rural,8,0,0,0.11,0.01,0,24,0
Director,22,Large,Finance,Rural,42,0,0,0.01,0.08,0,26,0
Director,11,Small,Manufacturing,Suburban,5,0,0,0.17,0.06,0,28,0
Manager,8,Medium,Finance,Rural,25,0,0,0.03,0.0,0,7,0
Consultant,6,Small,Healthcare,Urban,35,0,0,0.07,0.04,0,25,0
Director,13,Large,IT,Urban,16,0,0,0.12,0.09,0,11,0
Executive,23,Medium,Finance,Suburban,18,0,0,0.07,0.02,0,5,0
Manager,13,Large,Manufacturing,Suburban,27,0,0,0.06,0.04,0,16,0
Director,16,Large,Healthcare,Suburban,22,0,0,0.2,0.03,0,3,0
Assistant,28,Large,Retail,Rural,40,0,0,0.16,0.05,0,16,0
Director,1,Small,Finance,Rural,15,0,0,0.04,0.07,0,15,0
Assistant,27,Large,Healthcare,Suburban,18,0,0,0.13,0.01,0,15,0
Director,15,Small,Manufacturing,Suburban,30,0,0,0.04,0.1,0,28,0
Consultant,4,Medium,Healthcare,Suburban,2,1,0,0.02,0.06,0,21,0
Director,28,Medium,Retail,Urban,39,0,0,0.07,0.05,0,2,0
Assistant,16,Large,Manufacturing,Rural,23,0,0,0.14,0.08,0,4,0
Director,28,Large,IT,Urban,17,0,0,0.02,0.02,0,28,0
Consultant,9,Medium,Manufacturing,Suburban,3,0,0,0.03,0.06,0,0,0
Manager,0,Small,Finance,Urban,14,0,0,0.15,0.04,0,10,0
Assistant,5,Large,Finance,Rural,40,0,0,0.15,0.0,0,26,0
Assistant,16,Small,Retail,Suburban,9,0,0,0.01,0.01,0,16,0
Assistant,27,Medium,Manufacturing,Rural,24,0,0,0.14,0.01,0,26,0
Assistant,19,Medium,Finance,Urban,34,0,0,0.01,0.08,0,10,0
Manager,9,Small,Manufacturing,Rural,39,0,0,0.15,0.02,0,5,0
Director,26,Medium,Manufacturing,Rural,29,0,0,0.2,0.05,0,21,0
Executive,9,Medium,Healthcare,Suburban,14,0,0,0.11,0.08,0,7,0
Executive,8,Medium,Manufacturing,Rural,48,0,0,0.13,0.1,0,23,0
Assistant,11,Small,Finance,Urban,37,0,0,0.09,0.04,0,28,0
Director,18,Medium,Healthcare,Urban,21,0,0,0.01,0.02,0,17,0
Executive,19,Medium,Healthcare,Suburban,40,0,0,0.16,0.1,0,22,0
Director,9,Medium,IT,Rural,36,0,0,0.16,0.05,0,5,0
Consultant,22,Large,Manufacturing,Rural,14,0,0,0.06,0.05,0,18,0
Director,18,Medium,IT,Suburban,8,0,0,0.15,0.1,0,15,0
